FID,geom,projectid,plotid,kopid,plotnummer,plotnaam,jaar,euring,naam,aantal,broedcode,opmerking
ext_nat_monvogblvmtnter010021.37892,POINT (54733.609248540466 391367.88513177464),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37893,POINT (54257.234414793726 391709.6896540213),252,40612,201391,8902,Goes oost,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.37894,POINT (53994.55259417035 391457.51661535806),252,40612,201391,8902,Goes oost,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.37895,POINT (53988.325498507606 391174.3101410274),252,40612,201391,8902,Goes oost,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.37896,POINT (54456.9461021764 391574.31089342793),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37897,POINT (54488.32994063309 391792.49273979577),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.37898,POINT (54269.032081573445 391267.3992505384),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.37899,POINT (54342.76214861659 391875.62584654585),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.37900,POINT (54673.22087759641 391509.07843707065),252,40612,201391,8902,Goes oost,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37901,POINT (54406.23900037202 391407.03092639946),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,7,
ext_nat_monvogblvmtnter010021.37902,POINT (54794.871460237104 391675.9143671737),252,40612,201391,8902,Goes oost,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37903,POINT (54723.190473226176 391297.04945289856),252,40612,201391,8902,Goes oost,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37904,POINT (54572.819231675225 391296.4611356419),252,40612,201391,8902,Goes oost,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37905,POINT (54235.57667638565 391722.7266951193),252,40612,201391,8902,Goes oost,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.37906,POINT (54225.21977057576 391091.13804558944),252,40612,201391,8902,Goes oost,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37907,POINT (54344.05219253202 391684.2077610885),252,40612,201391,8902,Goes oost,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.37908,POINT (54749.77484777212 391311.36169686104),252,40612,201391,8902,Goes oost,2021,1730,Bergeend,1,3,
ext_nat_monvogblvmtnter010021.37909,POINT (54300.16113220439 391916.45681331947),252,40612,201391,8902,Goes oost,2021,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.37910,POINT (54641.82432229056 391397.29874215444),252,40612,201391,8902,Goes oost,2021,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.37911,POINT (54834.78432231776 391985.51792501786),252,40612,201391,8902,Goes oost,2021,4290,Meerkoet,1,13,
ext_nat_monvogblvmtnter010021.37912,POINT (54647.693924227235 391437.8015815539),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37913,POINT (54620.32563404189 391997.62072292983),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37914,POINT (53982.886365494865 391260.7787075774),252,40612,201391,8902,Goes oost,2021,15910,Huismus,5,16,
ext_nat_monvogblvmtnter010021.37915,POINT (54830.80259486078 391941.43195315596),252,40612,201391,8902,Goes oost,2021,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.37916,POINT (54534.49316438449 391126.85683758697),252,40612,201391,8902,Goes oost,2021,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.37917,POINT (54628.484303379475 391082.90669877635),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37918,POINT (54646.60486415117 391222.207613141),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37919,POINT (54831.30252063078 391883.50989372155),252,40612,201391,8902,Goes oost,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.37920,POINT (54805.3673708867 391681.32168039866),252,40612,201391,8902,Goes oost,2021,4290,Meerkoet,1,13,
ext_nat_monvogblvmtnter010021.37921,POINT (54304.072627694506 391831.462107671),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37970,POINT (45227.36947244777 367483.25902149227),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.37922,POINT (54484.67024185274 391319.5939916278),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37923,POINT (54285.51845249436 391197.209497053),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37924,POINT (53990.94314248908 391092.35483291995),252,40612,201391,8902,Goes oost,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37925,POINT (54013.20724319815 391239.7559937293),252,40612,201391,8902,Goes oost,2021,10201,Witte Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.37926,POINT (53968.73362635843 391190.8593158324),252,40612,201391,8902,Goes oost,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.37927,POINT (53989.256070459815 391243.4932804983),252,40612,201391,8902,Goes oost,2021,15820,Spreeuw,1,16,
ext_nat_monvogblvmtnter010021.37928,POINT (53988.61244497406 391188.6840676256),252,40612,201391,8902,Goes oost,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.37929,POINT (53972.796115893754 391186.3036512062),252,40612,201391,8902,Goes oost,2021,16530,Putter,1,2,
ext_nat_monvogblvmtnter010021.37930,POINT (54270.69790250658 391898.56889268366),252,40612,201391,8902,Goes oost,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.37931,POINT (54798.737338295745 391961.46133077436),252,40612,201391,8902,Goes oost,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37932,POINT (54281.70489625346 391604.5500056562),252,40612,201391,8902,Goes oost,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37933,POINT (54586.85012970207 391812.50809524936),252,40612,201391,8902,Goes oost,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37934,POINT (54612.3387198056 391151.9947810937),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37935,POINT (54589.170147702374 391368.9478047483),252,40612,201391,8902,Goes oost,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.37936,POINT (54220.04936825861 391501.7351358064),252,40612,201391,8902,Goes oost,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.37937,POINT (54342.904389246774 391706.9220777927),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,7,
ext_nat_monvogblvmtnter010021.37938,POINT (54400.984738969666 391188.1898119453),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,7,
ext_nat_monvogblvmtnter010021.37939,POINT (53934.936148526234 391104.6080294204),252,40612,201391,8902,Goes oost,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.37940,POINT (45498.442382905894 367357.75886265887),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37941,POINT (44867.68373268435 367920.9859966503),252,9856,201392,3943,Visartpolder,2021,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.37942,POINT (45408.66567191688 367768.6686302742),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.37943,POINT (44776.894857765365 368108.0313398108),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.37944,POINT (44892.84925166468 367929.5920194745),252,9856,201392,3943,Visartpolder,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.37945,POINT (45007.08828302812 367629.7924262104),252,9856,201392,3943,Visartpolder,2021,4930,Kievit,1,15,
ext_nat_monvogblvmtnter010021.37946,POINT (45430.16739447975 367618.13834790164),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.37947,POINT (45590.46783856134 367415.4123347533),252,9856,201392,3943,Visartpolder,2021,14620,Pimpelmees,1,2,
ext_nat_monvogblvmtnter010021.37948,POINT (45854.51525242835 367147.9766333094),252,9856,201392,3943,Visartpolder,2021,14640,Koolmees,1,2,
ext_nat_monvogblvmtnter010021.37949,POINT (45670.01524411769 367458.8401425253),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,13,
ext_nat_monvogblvmtnter010021.37950,POINT (45634.37670345933 367502.2898409783),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,11,
ext_nat_monvogblvmtnter010021.37951,POINT (44013.1106711592 367483.62366251234),252,9856,201392,3943,Visartpolder,2021,11390,Roodborsttapuit,1,2,
ext_nat_monvogblvmtnter010021.37952,POINT (44553.02227056434 367402.63086147234),252,9856,201392,3943,Visartpolder,2021,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.37953,POINT (44151.58778076357 367586.37290743995),252,9856,201392,3943,Visartpolder,2021,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.37954,POINT (44117.505732012374 367606.19213013945),252,9856,201392,3943,Visartpolder,2021,14620,Pimpelmees,1,2,
ext_nat_monvogblvmtnter010021.37955,POINT (45248.78341287983 367434.04626499966),252,9856,201392,3943,Visartpolder,2021,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.37956,POINT (45660.52619659524 367489.5632135219),252,9856,201392,3943,Visartpolder,2021,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.37957,POINT (44123.002485600504 367544.57585332356),252,9856,201392,3943,Visartpolder,2021,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.37958,POINT (44182.420151952014 367586.9746096611),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.37959,POINT (45147.04820851353 367820.5721406217),252,9856,201392,3943,Visartpolder,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.37960,POINT (45200.348227174385 367358.4293145108),252,9856,201392,3943,Visartpolder,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.37961,POINT (45275.03358406172 367350.19630450744),252,9856,201392,3943,Visartpolder,2021,10990,Roodborst,1,2,
ext_nat_monvogblvmtnter010021.37962,POINT (44489.06009284679 367427.50543314003),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.37963,POINT (44133.652670044015 367555.42954028933),252,9856,201392,3943,Visartpolder,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.37964,POINT (45061.10127350202 367770.8313682198),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.37965,POINT (44864.82297926859 367889.5525319446),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.37966,POINT (45413.78847879724 367761.15719137224),252,9856,201392,3943,Visartpolder,2021,16530,Putter,1,2,
ext_nat_monvogblvmtnter010021.37967,POINT (44142.044688990456 367545.19025606074),252,9856,201392,3943,Visartpolder,2021,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.37968,POINT (43882.57848119954 367643.9843348411),252,9856,201392,3943,Visartpolder,2021,12760,Tuinfluiter,1,2,
ext_nat_monvogblvmtnter010021.37969,POINT (45633.302922325514 367551.7300265593),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.37971,POINT (44860.538042582935 367939.34638754505),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.37972,POINT (45230.67273764532 367447.57500661886),252,9856,201392,3943,Visartpolder,2021,13350,Grauwe Vliegenvanger,1,2,
ext_nat_monvogblvmtnter010021.37973,POINT (45255.52819595495 367512.6334735659),252,9856,201392,3943,Visartpolder,2021,3040,Torenvalk,1,16,
ext_nat_monvogblvmtnter010021.37974,POINT (44172.56592863142 367565.9630974609),252,9856,201392,3943,Visartpolder,2021,3040,Torenvalk,1,16,
ext_nat_monvogblvmtnter010021.37975,POINT (45095.144717825824 367713.22679158393),252,9856,201392,3943,Visartpolder,2021,11390,Roodborsttapuit,1,16,
ext_nat_monvogblvmtnter010021.37976,POINT (44594.1301516293 367395.50709013833),252,9856,201392,3943,Visartpolder,2021,11390,Roodborsttapuit,1,16,
ext_nat_monvogblvmtnter010021.37977,POINT (45253.56454275784 367560.46638824936),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,16,
ext_nat_monvogblvmtnter010021.37978,POINT (45261.643722499924 367518.4754942668),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,16,
ext_nat_monvogblvmtnter010021.37979,POINT (45232.2890389282 367545.9909473682),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,16,
ext_nat_monvogblvmtnter010021.37980,POINT (45208.72822404606 367564.4200327878),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,16,
ext_nat_monvogblvmtnter010021.37981,POINT (44169.44255645854 367560.0572374102),252,9856,201392,3943,Visartpolder,2021,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.37982,POINT (44179.46254954566 367607.62975793873),252,9856,201392,3943,Visartpolder,2021,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.37983,POINT (45247.320329529495 367548.65339562023),252,9856,201392,3943,Visartpolder,2021,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.37984,POINT (45266.85831795585 367482.5199073299),252,9856,201392,3943,Visartpolder,2021,16530,Putter,1,2,
ext_nat_monvogblvmtnter010021.37985,POINT (45637.8509762468 367465.5761484539),252,9856,201392,3943,Visartpolder,2021,16530,Putter,1,2,
ext_nat_monvogblvmtnter010021.37986,POINT (45828.31158852263 367129.9274641303),252,9856,201392,3943,Visartpolder,2021,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.37987,POINT (45314.011076408045 367586.0456827757),252,9856,201392,3943,Visartpolder,2021,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.37988,POINT (44306.236867257554 367377.8622589439),252,9856,201392,3943,Visartpolder,2021,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.37989,POINT (44876.13384234975 367956.41174028197),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.37990,POINT (45809.914583021964 367136.06626861903),252,9856,201392,3943,Visartpolder,2021,15671,Zwarte Kraai,1,13,
ext_nat_monvogblvmtnter010021.37991,POINT (45122.728711554664 367742.4993884522),252,9856,201392,3943,Visartpolder,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37992,POINT (45052.455301019596 367400.5235472227),252,9856,201392,3943,Visartpolder,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37993,POINT (44693.173760222606 367405.3082366377),252,9856,201392,3943,Visartpolder,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37994,POINT (45105.82229903569 367375.47529636184),252,9856,201392,3943,Visartpolder,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37995,POINT (44236.99683745869 367361.44594118063),252,9856,201392,3943,Visartpolder,2021,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.37996,POINT (45203.5738196914 367433.4405081572),252,9856,201392,3943,Visartpolder,2021,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.37997,POINT (45182.56050855911 367593.19244483736),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.37998,POINT (45443.88844986145 367782.9987447392),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.37999,POINT (45199.33975154208 367392.42616387864),252,9856,201392,3943,Visartpolder,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.38000,POINT (45181.59169288035 367399.1381475106),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38001,POINT (45158.01805482383 367505.56936274684),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38002,POINT (44071.52256304337 367390.5441985813),252,9856,201392,3943,Visartpolder,2021,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.38003,POINT (45395.45096580214 367376.95559697866),252,9856,201392,3943,Visartpolder,2021,4500,Scholekster,1,16,
ext_nat_monvogblvmtnter010021.38004,POINT (44866.8445433579 367901.47192884004),252,9856,201392,3943,Visartpolder,2021,14620,Pimpelmees,1,2,
ext_nat_monvogblvmtnter010021.38005,POINT (45235.16530357904 367394.2087078829),252,9856,201392,3943,Visartpolder,2021,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.38006,POINT (45242.95206179937 367383.8029574225),252,9856,201392,3943,Visartpolder,2021,15671,Zwarte Kraai,1,13,
ext_nat_monvogblvmtnter010021.38007,POINT (45764.68132254989 367257.05934544094),252,9856,201392,3943,Visartpolder,2021,2870,Buizerd,1,13,
ext_nat_monvogblvmtnter010021.38008,POINT (44223.42574786507 367588.8741005206),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38009,POINT (45677.48062800859 367288.1926008824),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38010,POINT (45219.93538020109 367575.55526474485),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.38011,POINT (45188.79246674714 367428.81990453624),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.38012,POINT (45190.62676371152 367569.340798171),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.38013,POINT (45201.776693664986 367592.6469254759),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.38014,POINT (45217.65018223006 367805.68748931866),252,9856,201392,3943,Visartpolder,2021,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.38015,POINT (45820.64215594878 367274.53888877947),252,9856,201392,3943,Visartpolder,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.38016,POINT (45418.749291225264 367759.16883624915),252,9856,201392,3943,Visartpolder,2021,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.38017,POINT (45532.28794405681 367198.7313988967),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.38018,POINT (45407.623721858676 367773.6678636402),252,9856,201392,3943,Visartpolder,2021,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.38019,POINT (45159.47327833493 367667.43727837544),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.38020,POINT (44930.5675058503 367864.7513467912),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.38021,POINT (44547.57906212396 367398.4455308864),252,9856,201392,3943,Visartpolder,2021,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.38022,POINT (45305.84930185595 367755.85486905754),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38023,POINT (45377.09420111391 367449.0773989446),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38024,POINT (43947.301958202675 367670.3015861141),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38025,POINT (45004.05669864366 367693.7273069072),252,9856,201392,3943,Visartpolder,2021,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.38026,POINT (45329.09309871115 367630.82489309757),252,9856,201392,3943,Visartpolder,2021,4930,Kievit,1,13,
ext_nat_monvogblvmtnter010021.38027,POINT (45191.31230472753 367736.1770786353),252,9856,201392,3943,Visartpolder,2021,4930,Kievit,1,3,
ext_nat_monvogblvmtnter010021.38028,POINT (44115.30941585524 367687.1315482949),252,9856,201392,3943,Visartpolder,2021,6680,Holenduif,1,5,
ext_nat_monvogblvmtnter010021.38029,POINT (45241.82782015279 367336.71687053173),252,9856,201392,3943,Visartpolder,2021,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.38030,POINT (44864.705620140085 367907.81549871794),252,9856,201392,3943,Visartpolder,2021,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.38031,POINT (45200.91430498955 367537.6142829944),252,9856,201392,3943,Visartpolder,2021,6840,Turkse Tortel,1,2,
ext_nat_monvogblvmtnter010021.38032,POINT (44845.451600937 367919.42906104604),252,9856,201392,3943,Visartpolder,2021,6840,Turkse Tortel,1,2,
ext_nat_monvogblvmtnter010021.38033,POINT (44879.02882771082 367932.14519074606),252,9856,201392,3943,Visartpolder,2021,8560,Groene Specht,1,2,
ext_nat_monvogblvmtnter010021.38034,POINT (45239.513804925344 367379.96751885186),252,9856,201392,3943,Visartpolder,2021,8760,Grote Bonte Specht,1,2,
ext_nat_monvogblvmtnter010021.38035,POINT (45420.86449439041 367574.6208563525),252,9856,201392,3943,Visartpolder,2021,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.38036,POINT (45516.35382284531 367575.0263231789),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38037,POINT (45098.58506095527 367895.8952004152),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38038,POINT (44671.44214735989 367461.2010920217),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38039,POINT (45173.140598648286 367734.119302627),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38040,POINT (45124.27356977659 367383.23329835234),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38041,POINT (44245.66435238703 367328.228272112),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38042,POINT (43968.60313868258 367471.1535974801),252,9856,201392,3943,Visartpolder,2021,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.38043,POINT (44993.28265245992 367437.0977414409),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38044,POINT (45351.17434124813 367568.60654842696),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38045,POINT (44814.52936197257 367434.7608410474),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38046,POINT (44507.44256340667 367381.87253508624),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38047,POINT (45449.50637799321 367753.37341563724),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38048,POINT (45043.4135550573 367775.24436013587),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38049,POINT (44556.9198164923 367765.46311886056),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38050,POINT (44827.83202444142 367959.40218213596),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38051,POINT (44041.80759611695 367363.27076920227),252,9856,201392,3943,Visartpolder,2021,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.38052,POINT (44172.67487840135 367562.5632697651),252,9856,201392,3943,Visartpolder,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.38053,POINT (45227.47282569372 367513.8159509213),252,9856,201392,3943,Visartpolder,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.38054,POINT (44138.62782519199 367727.5947297961),252,9856,201392,3943,Visartpolder,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.38055,POINT (43870.61498502386 367642.723380417),252,9856,201392,3943,Visartpolder,2021,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.38056,POINT (45280.28866016804 367449.6139660604),252,9856,201392,3943,Visartpolder,2021,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.38057,POINT (45207.3269131804 367444.3709249837),252,9856,201392,3943,Visartpolder,2021,10990,Roodborst,1,2,
ext_nat_monvogblvmtnter010021.38058,POINT (45255.508474171846 367344.2972606183),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.38059,POINT (43879.46260684269 367623.1112670831),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.38060,POINT (44140.387531311135 367716.3601723336),252,9856,201392,3943,Visartpolder,2021,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.38061,POINT (45340.513478678506 367276.2039809011),252,9856,201392,3943,Visartpolder,2021,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.38062,POINT (45628.73154630631 367156.7036854572),252,9856,201392,3943,Visartpolder,2021,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.38063,POINT (43905.46686892325 367631.77681459667),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.38064,POINT (43982.73829923959 367518.8383068748),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.38065,POINT (44556.72288389073 367380.59306421666),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.38066,POINT (45325.18782389804 367271.43317650596),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.38067,POINT (44182.04046527305 367570.38114667323),252,9856,201392,3943,Visartpolder,2021,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.38068,POINT (45253.766287716164 367434.45765526),252,9856,201392,3943,Visartpolder,2021,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.38069,POINT (45221.166034621856 367391.0784858908),252,9856,201392,3943,Visartpolder,2021,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.38070,POINT (43914.569545411854 367709.9774271417),252,9856,201392,3943,Visartpolder,2021,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.38071,POINT (44854.02828512476 367899.98476632626),252,9856,201392,3943,Visartpolder,2021,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.38072,POINT (44136.07485706448 367570.5718032006),252,9856,201392,3943,Visartpolder,2021,13120,Fitis,1,2,
ext_nat_monvogblvmtnter010021.38073,POINT (44798.11031282105 367899.4970214976),252,9856,201392,3943,Visartpolder,2021,15600,Kauw,1,3,
