FID,geom,projectid,plotid,kopid,plotnummer,plotnaam,jaar,euring,naam,aantal,broedcode,opmerking
ext_nat_monvogblvmtnter010021.1,POINT (64394.414185527654 401520.85710462555),252,9850,151158,3931,Winkelz-watergang,2018,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.2,POINT (65399.49273271591 401436.27965591673),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.3,POINT (64152.14976041649 401341.4443999769),252,9850,151158,3931,Winkelz-watergang,2018,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.4,POINT (64852.05473257492 401019.86425183626),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.5,POINT (64600.23110441111 401038.8781992914),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.6,POINT (64000.43974420792 401249.0577513296),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,7,
ext_nat_monvogblvmtnter010021.7,POINT (63986.944956032545 401210.75660815235),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,7,
ext_nat_monvogblvmtnter010021.8,POINT (64683.662862964076 401094.9825818568),252,9850,151158,3931,Winkelz-watergang,2018,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.9,POINT (64880.47158641106 400925.9234657529),252,9850,151158,3931,Winkelz-watergang,2018,12760,Tuinfluiter,1,2,
ext_nat_monvogblvmtnter010021.10,POINT (64713.943397139796 401056.0576102012),252,9850,151158,3931,Winkelz-watergang,2018,14640,Koolmees,1,14,
ext_nat_monvogblvmtnter010021.11,POINT (64693.68718726895 401042.21167001355),252,9850,151158,3931,Winkelz-watergang,2018,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.12,POINT (63949.83878582629 401226.49144101667),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.13,POINT (64795.13172370466 400912.61343881255),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.14,POINT (64765.95494779339 400931.4695203007),252,9850,151158,3931,Winkelz-watergang,2018,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15,POINT (64685.01390384573 400922.4403651232),252,9850,151158,3931,Winkelz-watergang,2018,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.16,POINT (64890.983930335 401034.42048378976),252,9850,151158,3931,Winkelz-watergang,2018,13120,Fitis,1,2,
ext_nat_monvogblvmtnter010021.17,POINT (63765.74885257523 401239.43474976317),252,9850,151158,3931,Winkelz-watergang,2018,1940,Slobeend,1,1,
ext_nat_monvogblvmtnter010021.18,POINT (64821.03067972907 400923.6010348333),252,9850,151158,3931,Winkelz-watergang,2018,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.19,POINT (64369.47248159662 401522.9504971105),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.20,POINT (64168.655527494426 401166.2495651914),252,9850,151158,3931,Winkelz-watergang,2018,1520,Knobbelzwaan,1,3,
ext_nat_monvogblvmtnter010021.21,POINT (64875.92263406623 401543.0591466351),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.22,POINT (64536.12802171959 401095.3302600618),252,9850,151158,3931,Winkelz-watergang,2018,1610,Grauwe Gans,1,3,
ext_nat_monvogblvmtnter010021.23,POINT (65588.65517661096 401143.3497482434),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.24,POINT (64477.65143881283 401123.35811188444),252,9850,151158,3931,Winkelz-watergang,2018,1610,Grauwe Gans,1,3,
ext_nat_monvogblvmtnter010021.25,POINT (64383.594332827895 401193.9076422941),252,9850,151158,3931,Winkelz-watergang,2018,1610,Grauwe Gans,1,3,
ext_nat_monvogblvmtnter010021.26,POINT (63839.436694034084 401224.0111325732),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.27,POINT (65683.87206506898 401191.2176018173),252,9850,151158,3931,Winkelz-watergang,2018,1820,Krakeend,1,3,
ext_nat_monvogblvmtnter010021.28,POINT (64620.915996508644 401219.3890566102),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.29,POINT (64951.300206997155 401752.63463927875),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.30,POINT (63784.718545621436 401226.9930921315),252,9850,151158,3931,Winkelz-watergang,2018,1820,Krakeend,1,3,
ext_nat_monvogblvmtnter010021.31,POINT (64061.72155403931 401004.2117634079),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.32,POINT (65128.999962410104 401054.30524142),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.33,POINT (64196.87754284516 401170.72497116926),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.34,POINT (65726.59120249402 401110.2204980746),252,9850,151158,3931,Winkelz-watergang,2018,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.35,POINT (65099.10720604575 401303.02450924634),252,9850,151158,3931,Winkelz-watergang,2018,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.36,POINT (65300.212479690774 401571.5149738474),252,9850,151158,3931,Winkelz-watergang,2018,6680,Holenduif,1,3,
ext_nat_monvogblvmtnter010021.37,POINT (64228.504665450426 401142.2961092049),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.38,POINT (64576.000161671735 401237.7158662098),252,9850,151158,3931,Winkelz-watergang,2018,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.39,POINT (64137.906507407635 401296.3429447585),252,9850,151158,3931,Winkelz-watergang,2018,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.40,POINT (65147.037467242306 401064.99374998163),252,9850,151158,3931,Winkelz-watergang,2018,18770,Rietgors,1,2,
ext_nat_monvogblvmtnter010021.41,POINT (64088.11360855105 401357.2686778239),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.42,POINT (63946.13995091646 401224.98208936345),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.43,POINT (63822.52201774418 401237.01807842246),252,9850,151158,3931,Winkelz-watergang,2018,1730,Bergeend,1,5,
ext_nat_monvogblvmtnter010021.44,POINT (63805.852153520405 401222.41599768226),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.45,POINT (63667.771979648154 401151.80974592397),252,9850,151158,3931,Winkelz-watergang,2018,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.46,POINT (64130.957999222344 401180.1627587261),252,9850,151158,3931,Winkelz-watergang,2018,18770,Rietgors,1,2,
ext_nat_monvogblvmtnter010021.47,POINT (63701.225019013626 401112.70549770584),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.48,POINT (64161.009107944614 401181.6846064518),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,12,
ext_nat_monvogblvmtnter010021.49,POINT (63994.97468729527 401219.1875765299),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.50,POINT (64013.386767647215 401021.0993512616),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.51,POINT (64836.11474087571 400913.29506421345),252,9850,151158,3931,Winkelz-watergang,2018,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.52,POINT (64945.68856259981 400905.5208920328),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.53,POINT (64507.045867211535 401071.39856630965),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.54,POINT (64812.10776405413 401039.3988153942),252,9850,151158,3931,Winkelz-watergang,2018,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.55,POINT (64462.363518620215 401089.8389954822),252,9850,151158,3931,Winkelz-watergang,2018,2600,Bruine Kiekendief,1,7,
ext_nat_monvogblvmtnter010021.56,POINT (64553.3630547932 401286.794110373),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.57,POINT (64840.659472088184 401323.7895310939),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.58,POINT (64570.36347378501 401063.19428785035),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.59,POINT (64413.04013716946 401297.6547460157),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.60,POINT (65390.09226913417 401160.73171647533),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.61,POINT (64680.22179361379 401039.04539620556),252,9850,151158,3931,Winkelz-watergang,2018,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.62,POINT (65457.88877434292 401019.90385683085),252,9850,151158,3931,Winkelz-watergang,2018,10171,Gele Kwikstaart,1,14,
ext_nat_monvogblvmtnter010021.63,POINT (65678.06042607625 401184.5294319724),252,9850,151158,3931,Winkelz-watergang,2018,5460,Tureluur,1,2,
ext_nat_monvogblvmtnter010021.64,POINT (65586.47510621068 401011.1110704015),252,9850,151158,3931,Winkelz-watergang,2018,3700,Kwartel,1,2,
ext_nat_monvogblvmtnter010021.65,POINT (65371.96217447602 400794.0672797636),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.66,POINT (64885.748513468425 401010.6169652394),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.67,POINT (64365.7412368455 401262.1386570369),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.68,POINT (64180.22264267765 401434.52755433036),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.69,POINT (64485.63260462323 401324.7675266603),252,9850,151158,3931,Winkelz-watergang,2018,10201,Witte Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.70,POINT (64905.57053807545 401045.72649617936),252,9850,151158,3931,Winkelz-watergang,2018,15671,Zwarte Kraai,1,7,
ext_nat_monvogblvmtnter010021.71,POINT (64781.47186627067 401012.98980305664),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.72,POINT (65197.99728837477 401088.37746722257),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.73,POINT (64852.17387226486 401027.83551461395),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.74,POINT (64679.29274863361 401120.88120251906),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.75,POINT (63672.09764384493 401081.3622615303),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.76,POINT (63668.934221526826 401213.46526941855),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.77,POINT (65207.43654478449 401040.3001607867),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.78,POINT (64049.97666224284 401166.1849841652),252,9850,151158,3931,Winkelz-watergang,2018,7240,Koekoek,1,2,
ext_nat_monvogblvmtnter010021.79,POINT (65275.362057395076 401176.19001173356),252,9850,151158,3931,Winkelz-watergang,2018,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.80,POINT (64842.5626186771 401041.3811397504),252,9850,151158,3931,Winkelz-watergang,2018,7240,Koekoek,1,2,
ext_nat_monvogblvmtnter010021.81,POINT (64820.698040580624 400910.1863627206),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.82,POINT (64654.400189694716 401053.13645237585),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.83,POINT (64322.19390423593 401117.2947730896),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.84,POINT (64642.732825171464 400929.73358710675),252,9850,151158,3931,Winkelz-watergang,2018,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.85,POINT (63933.63251264178 401237.5614710366),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.86,POINT (64555.82706451179 401284.2468003728),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.87,POINT (64358.20084417889 401106.240976754),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.88,POINT (63724.89389145165 401227.7270462966),252,9850,151158,3931,Winkelz-watergang,2018,2030,Kuifeend,1,3,
ext_nat_monvogblvmtnter010021.89,POINT (65845.2337228307 401217.42902777216),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.90,POINT (64493.63107800516 401196.75409482396),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.91,POINT (65796.227147203 401168.88054545416),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.92,POINT (64447.11251036043 401413.2528780883),252,9850,151158,3931,Winkelz-watergang,2018,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.93,POINT (64606.55049565782 400918.11980030814),252,9850,151158,3931,Winkelz-watergang,2018,12760,Tuinfluiter,1,2,
ext_nat_monvogblvmtnter010021.94,POINT (65231.12211418862 400862.9092886295),252,9850,151158,3931,Winkelz-watergang,2018,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.95,POINT (63673.97246546924 401170.84261732927),252,9850,151158,3931,Winkelz-watergang,2018,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.96,POINT (64953.820730687105 400922.3659676976),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.97,POINT (64846.54263983658 400910.3273127526),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.98,POINT (64912.0044459161 400920.5624980926),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.99,POINT (64873.3274496017 400907.16019020765),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.100,POINT (64896.06627154254 401139.46590576915),252,9850,151158,3931,Winkelz-watergang,2018,1730,Bergeend,1,3,
ext_nat_monvogblvmtnter010021.101,POINT (64900.41410094198 400907.88189128565),252,9850,151158,3931,Winkelz-watergang,2018,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.102,POINT (65056.04043220397 400908.791604171),252,9850,151158,3931,Winkelz-watergang,2018,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.103,POINT (64902.822858254454 401032.4012117657),252,9850,151158,3931,Winkelz-watergang,2018,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.104,POINT (64240.532942201724 401468.69418965257),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.105,POINT (64509.079236434845 401064.2695405889),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.106,POINT (64462.31143803337 401061.0288956848),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.107,POINT (64878.795936732815 401683.1285169435),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.108,POINT (64330.66840751904 401100.0602057884),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.109,POINT (64446.39678298439 401092.3269726598),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.110,POINT (65383.94667845157 401236.02885711944),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.111,POINT (65828.71480519287 401299.14239970915),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.112,POINT (64579.95313714426 401077.022168995),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.113,POINT (65627.41293698778 401165.47013939417),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.114,POINT (63814.65591265619 401236.3721559595),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.115,POINT (63961.01108625758 401221.051727392),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.116,POINT (64412.10973256538 401271.71281005023),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.117,POINT (64904.61962200035 400905.2339511776),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.118,POINT (64165.88346893835 401173.62368041975),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.119,POINT (63915.34476488654 401237.5901870116),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.120,POINT (64477.944580319105 401270.5546944967),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.121,POINT (64540.67246398005 401312.5629069776),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.122,POINT (64275.277500535725 401136.79630242236),252,9850,151158,3931,Winkelz-watergang,2018,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.123,POINT (64681.20496526103 401144.62760627735),252,9850,151158,3931,Winkelz-watergang,2018,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.124,POINT (65591.33343417378 400940.3536272524),252,9850,151158,3931,Winkelz-watergang,2018,10171,Gele Kwikstaart,1,14,
ext_nat_monvogblvmtnter010021.125,POINT (63959.911114966206 401228.3493720279),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.126,POINT (64879.56912129704 400963.88330283965),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.127,POINT (64646.651376607304 401022.70281112194),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.128,POINT (64544.69337319107 401059.78351263824),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.129,POINT (65344.901942434124 401116.6851704425),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.130,POINT (65121.694638618006 401066.88204709033),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.131,POINT (65252.6592149021 401106.96742638),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.132,POINT (65416.62637341379 401143.50313163927),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.133,POINT (64662.78712644911 401137.4012280147),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.134,POINT (65734.21562029833 401015.75070067594),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.135,POINT (65716.90236309172 401127.38126446557),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.136,POINT (65856.50600046516 401341.2042547075),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.137,POINT (65790.0062926795 401249.46257159754),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.138,POINT (64526.724036319545 401059.4566068499),252,9850,151158,3931,Winkelz-watergang,2018,1820,Krakeend,1,3,
ext_nat_monvogblvmtnter010021.139,POINT (64557.62856828283 401033.36008961266),252,9850,151158,3931,Winkelz-watergang,2018,1820,Krakeend,1,3,
ext_nat_monvogblvmtnter010021.140,POINT (64398.08381813069 401113.0345706327),252,9850,151158,3931,Winkelz-watergang,2018,18770,Rietgors,1,2,
ext_nat_monvogblvmtnter010021.141,POINT (64543.23984877899 401107.04683326435),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.142,POINT (65080.02983843803 400988.72492659354),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.143,POINT (64853.68276688874 401094.09847867733),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.144,POINT (64774.693056780874 401052.3752516209),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.145,POINT (64832.686485545826 400932.13123893196),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.146,POINT (65517.02712900973 401508.52058568335),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.147,POINT (63664.06195584088 401260.11747393874),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.148,POINT (65690.87179973804 401079.88667273545),252,9850,151158,3931,Winkelz-watergang,2018,4930,Kievit,1,12,
ext_nat_monvogblvmtnter010021.149,POINT (64924.43032698792 401560.7339048287),252,9850,151158,3931,Winkelz-watergang,2018,4930,Kievit,1,2,
ext_nat_monvogblvmtnter010021.150,POINT (64973.74357293744 401029.5827186502),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,12,
ext_nat_monvogblvmtnter010021.151,POINT (65210.10821399186 401068.99366395874),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,12,
ext_nat_monvogblvmtnter010021.152,POINT (65833.56343348746 401294.7458028456),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,3,
ext_nat_monvogblvmtnter010021.153,POINT (64331.87533779298 401129.7297264598),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,3,
ext_nat_monvogblvmtnter010021.154,POINT (63975.40283398035 401236.92380956205),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,12,
ext_nat_monvogblvmtnter010021.155,POINT (64577.28373949346 401018.8226654107),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,13,
ext_nat_monvogblvmtnter010021.156,POINT (63753.982356405424 401226.134866613),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,12,
ext_nat_monvogblvmtnter010021.157,POINT (63780.57833111781 401230.6372940162),252,9850,151158,3931,Winkelz-watergang,2018,1730,Bergeend,1,5,
ext_nat_monvogblvmtnter010021.158,POINT (64641.610614089135 400973.49213206826),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.159,POINT (65836.14852941633 401305.5933265983),252,9850,151158,3931,Winkelz-watergang,2018,4240,Waterhoen,1,1,
ext_nat_monvogblvmtnter010021.160,POINT (64538.6236978018 401033.6079761251),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,3,
ext_nat_monvogblvmtnter010021.161,POINT (64773.05745394576 401456.1088737496),252,9850,151158,3931,Winkelz-watergang,2018,4930,Kievit,1,7,
ext_nat_monvogblvmtnter010021.162,POINT (64884.84145186815 401040.51017959375),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.163,POINT (65127.51583106733 401268.494371442),252,9850,151158,3931,Winkelz-watergang,2018,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.164,POINT (64703.050578623865 401113.5490213096),252,9850,151158,3931,Winkelz-watergang,2018,9920,Boerenzwaluw,1,3,
ext_nat_monvogblvmtnter010021.165,POINT (64699.11235111632 401128.52296733635),252,9850,151158,3931,Winkelz-watergang,2018,6840,Turkse Tortel,1,2,
ext_nat_monvogblvmtnter010021.166,POINT (63976.26654281787 401215.23707778257),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.167,POINT (64751.80601200313 401040.84759034973),252,9850,151158,3931,Winkelz-watergang,2018,12760,Tuinfluiter,1,2,
ext_nat_monvogblvmtnter010021.168,POINT (64923.67491171732 401034.09189342515),252,9850,151158,3931,Winkelz-watergang,2018,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.169,POINT (63673.94986769052 401191.4250614546),252,9850,151158,3931,Winkelz-watergang,2018,13120,Fitis,1,2,
ext_nat_monvogblvmtnter010021.170,POINT (64658.53290436516 400934.7819015865),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.171,POINT (64715.48323909927 401004.4348160156),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.172,POINT (64843.68470771419 400961.0937197492),252,9850,151158,3931,Winkelz-watergang,2018,12500,Bosrietzanger,1,2,
ext_nat_monvogblvmtnter010021.173,POINT (64112.31712310064 401192.8522223935),252,9850,151158,3931,Winkelz-watergang,2018,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.174,POINT (64833.76484995289 401002.89979214437),252,9850,151158,3931,Winkelz-watergang,2018,18770,Rietgors,1,2,
ext_nat_monvogblvmtnter010021.175,POINT (65485.080893473554 400946.68809468416),252,9850,151158,3931,Winkelz-watergang,2018,3670,Patrijs,1,2,
ext_nat_monvogblvmtnter010021.176,POINT (64708.08815385825 401036.62297866325),252,9850,151158,3931,Winkelz-watergang,2018,6700,Houtduif,1,2,
